token	lemma	pos	onset	offset	entity	babelfy_id (iob)	link	TP	FP	FN	OCR	
surtout	surtout	ADV	3053	3059	surtout	B-bn:00114082r	https://babelnet.org/synset?word=bn:00114082r&lang=FR&langTrans=DE	1	 	 	 	
exaspéré	exaspérer	VERB	3061	3068	exaspéré			 	 	1	 	
l'	le	DET	3070	3071	l'			 	 	 	 	
impératrice	impératrice	NOUN	3072	3082	impératrice	B-bn:00030591n	https://babelnet.org/synset?word=bn:00030591n&lang=FR&langTrans=DE	 	1	1	 	
contre	contrer	ADP	3084	3089	contre			 	 	 	 	
le	le	DET	3091	3092	le			 	 	 	 	
général	général	NOUN	3094	3100	général	B-bn:03422118n	https://babelnet.org/synset?word=bn:03422118n&lang=FR&langTrans=DE	1	 	 	 	
Prim	Prim	PROPN	3102	3105	Prim	I-bn:03422118n	https://babelnet.org/synset?word=bn:03422118n&lang=FR&langTrans=DE	1	 	 	 	
en	en	ADP	3107	3108	en			 	 	 	 	
particulier	particulier	ADJ	3110	3120	particulier	B-bn:00108295a	https://babelnet.org/synset?word=bn:00108295a&lang=FR&langTrans=DE	 	1	1	 	
et	et	CCONJ	3122	3123	et			 	 	 	 	
contre	contrer	ADP	3125	3130	contre			 	 	 	 	
le	le	DET	3132	3133	le			 	 	 	 	
gouvernement	gouvernement	NOUN	3135	3146	gouvernement	B-bn:00001426n	https://babelnet.org/synset?word=bn:00001426n&lang=FR&langTrans=DE	1	 	 	 	
provisoire	provisoire	ADJ	3148	3157	provisoire	B-bn:00102300a	https://babelnet.org/synset?word=bn:00102300a&lang=FR&langTrans=DE	1	 	 	 	
en	en	ADP	3159	3160	en			 	 	 	 	
général	général	NOUN	3162	3168	général	B-bn:00037663n	https://babelnet.org/synset?word=bn:00037663n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	3169	3169	,			 	 	 	 	
ce	ce	PRON	3171	3172	ce			 	 	 	 	
sont	être	AUX	3174	3177	sont	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
les	le	DET	3179	3181	les			 	 	 	 	
mesures	mesure	NOUN	3183	3189	mesures	B-bn:00054019n	https://babelnet.org/synset?word=bn:00054019n&lang=FR&langTrans=DE	 	1	1	 	
prises	prendre	VERB	3191	3196	prises	B-bn:00093997v	https://babelnet.org/synset?word=bn:00093997v&lang=FR&langTrans=DE	1	 	 	 	
contre	contrer	ADP	3198	3203	contre			 	 	 	 	
les	le	DET	3205	3207	les			 	 	 	 	
communautés	communauté	NOUN	3209	3219	communautés	B-bn:00421361n	https://babelnet.org/synset?word=bn:00421361n&lang=FR&langTrans=DE	1	 	 	 	
religieuses	religieux	ADJ	3221	3231	religieuses	I-bn:00421361n	https://babelnet.org/synset?word=bn:00421361n&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	3233	3234	et			 	 	 	 	
les	le	DET	3236	3238	les			 	 	 	 	
jésuites	jésuite	NOUN	3240	3247	jésuites	B-bn:04990261n	https://babelnet.org/synset?word=bn:04990261n&lang=FR&langTrans=DE	 	1	1	 	
.	.	PUNCT	3248	3248	.			 	 	 	 	
Tout	tout	ADV	3250	3253	Tout			 	 	 	 	
à	à	ADP	3255	3255	à			 	 	 	 	
l'	le	DET	3257	3258	l'			 	 	 	 	
heure	heure	NOUN	3259	3263	heure	B-bn:00000127n	https://babelnet.org/synset?word=bn:00000127n&lang=FR&langTrans=DE	 	1	 	 	
,	,	PUNCT	3264	3264	,			 	 	 	 	
pendant	pendre	ADP	3266	3272	pendant			 	 	 	 	
que	que	SCONJ	3274	3276	que			 	 	 	 	
je	il	PRON	3278	3279	je			 	 	 	 	
vous	vous	PRON	3281	3284	vous			 	 	 	 	
rapportais	rapporter	VERB	3286	3295	rapportais	B-bn:00084065v	https://babelnet.org/synset?word=bn:00084065v&lang=FR&langTrans=DE	1	 	 	 	
les	le	DET	3297	3299	les			 	 	 	 	
paroles	parole	NOUN	3301	3307	paroles	B-bn:00049911n	https://babelnet.org/synset?word=bn:00049911n&lang=FR&langTrans=DE	1	 	 	 	
attribuées	attribuer	VERB	3309	3318	attribuées			 	 	 	 	
à	à	ADP	3320	3320	à			 	 	 	 	
M.	monsieur	NOUN	3322	3323	M.	B-bn:00055346n	https://babelnet.org/synset?word=bn:00055346n&lang=FR&langTrans=DE	1	 	 	 	
Walewski	Walewski	PROPN	3325	3332	Walewski			 	1	1	 	
,	,	PUNCT	3333	3333	,			 	 	 	 	
j'	il	PRON	3335	3336	j'			 	 	 	 	
aurais	avoir	AUX	3337	3342	aurais	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
dû	devoir	ADJ	3344	3345	dû	B-bn:00091360v	https://babelnet.org/synset?word=bn:00091360v&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	3346	3346	.			 	 	 	 	
y	yu	PRON	3348	3348	y			 	 	 	 	
ajouter	ajouter	VERB	3350	3356	ajouter	B-bn:00082317v	https://babelnet.org/synset?word=bn:00082317v&lang=FR&langTrans=DE	1	 	 	 	
une	un	DET	3358	3360	une			 	 	 	 	
anecdote	anecdote	NOUN	3362	3369	anecdote	B-bn:00004021n	https://babelnet.org/synset?word=bn:00004021n&lang=FR&langTrans=DE	1	 	 	 	
qui	qui	PRON	3371	3373	qui			 	 	 	 	
remonte	remonter	VERB	3375	3381	remonte	B-bn:00086301v	https://babelnet.org/synset?word=bn:00086301v&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	3383	3383	à			 	 	 	 	
peine	peiner	NOUN	3385	3389	peine	B-bn:00041784n	https://babelnet.org/synset?word=bn:00041784n&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	3391	3391	à			 	 	 	 	
deux	deux	NUM	3393	3396	deux			 	 	1	 	
mois	mois	NOUN	3398	3401	mois	B-bn:00014710n	https://babelnet.org/synset?word=bn:00014710n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	3402	3402	.			 	 	 	 	
Vous	vous	PRON	3404	3407	Vous			 	 	 	 	
souvenezvous	souvenezvou	ADJ	3409	3420	souvenezvous			 	 	 	 	
d'	de	ADP	3422	3423	d'			 	 	 	 	
un	un	DET	3424	3425	un			 	 	 	 	
fait	faire	NOUN	3427	3430	fait	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	 	1	1	 	
curieux	curieux	ADJ	3432	3438	curieux	B-bn:00100784a	https://babelnet.org/synset?word=bn:00100784a&lang=FR&langTrans=DE	 	1	1	 	
que	que	SCONJ	3440	3442	que			 	 	 	 	
je	il	PRON	3444	3445	je			 	 	 	 	
vous	vous	PRON	3447	3450	vous			 	 	 	 	
ai	avoir	AUX	3452	3453	ai	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
raconté	raconter	VERB	3455	3461	raconté	B-bn:00091011v	https://babelnet.org/synset?word=bn:00091011v&lang=FR&langTrans=DE	1	 	 	 	
au	au	DET	3463	3464	au			 	 	 	 	
sujet	sujet	VERB	3466	3470	sujet	B-bn:00022157n	https://babelnet.org/synset?word=bn:00022157n&lang=FR&langTrans=DE	 	1	1	 	
des	un	DET	3472	3474	des			 	 	 	 	
mesures	mesure	NOUN	3476	3482	mesures	B-bn:00054019n	https://babelnet.org/synset?word=bn:00054019n&lang=FR&langTrans=DE	1	 	 	 	
prises	prendre	VERB	3484	3489	prises	B-bn:00093997v	https://babelnet.org/synset?word=bn:00093997v&lang=FR&langTrans=DE	 	1	1	 	
malgré	malgré	ADP	3491	3496	malgré			 	 	 	 	
l'	le	DET	3498	3499	l'			 	 	 	 	
empereur	empereur	NOUN	3500	3507	empereur	B-bn:00030591n	https://babelnet.org/synset?word=bn:00030591n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	3508	3508	,			 	 	 	 	
quelques	quelque	DET	3510	3517	quelques			 	 	 	 	
mois	mois	NOUN	3519	3522	mois	B-bn:00014710n	https://babelnet.org/synset?word=bn:00014710n&lang=FR&langTrans=DE	1	 	 	 	
avant	avant	ADP	3524	3528	avant			 	 	 	 	
la	le	DET	3530	3531	la			 	 	 	 	
guerre	guerre	NOUN	3533	3538	guerre	B-bn:00080439n	https://babelnet.org/synset?word=bn:00080439n&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	3540	3541	d'			 	 	 	 	
Italie	Italie	PROPN	3542	3547	Italie	B-bn:00047705n	https://babelnet.org/synset?word=bn:00047705n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	3548	3548	.			 	 	 	 	
par	par	ADP	3550	3552	par			 	 	 	 	
un	un	DET	3554	3555	un			 	 	 	 	
haut	haut	ADJ	3557	3560	haut	B-bn:14515491n	https://babelnet.org/synset?word=bn:14515491n&lang=FR&langTrans=DE	1	 	 	 	
fonctionnaire	fonctionnaire	NOUN	3562	3574	fonctionnaire	I-bn:14515491n	https://babelnet.org/synset?word=bn:14515491n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	3576	3577	de			 	 	1	 	
la	le	DET	3579	3580	la			 	 	 	 	
marine	marine	NOUN	3582	3587	marine	B-bn:00057052n	https://babelnet.org/synset?word=bn:00057052n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	3588	3588	.			 	 	 	 	
Eh	Eh	INTJ	3590	3591	Eh			 	 	 	 	
bien	bien	ADV	3593	3596	bien	B-bn:00115530r	https://babelnet.org/synset?word=bn:00115530r&lang=FR&langTrans=DE	1	 	 	 	
!	!	PUNCT	3598	3598	!			 	 	 	 	
le	le	DET	3600	3601	le			 	 	 	 	
même	même	ADJ	3603	3606	même			 	 	 	 	
fonctionnaire	fonctionnair	ADJ	3608	3620	fonctionnaire	B-bn:00036837n	https://babelnet.org/synset?word=bn:00036837n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	3621	3621	,			 	 	 	 	
en	en	ADP	3623	3624	en			 	 	 	 	
dehors	dehors	ADP	3626	3631	dehors			 	 	 	 	
de	de	ADP	3633	3634	de			 	 	 	 	
tout	tout	DET	3636	3639	tout			 	 	 	 	
ordre	ordre	NOUN	3641	3645	ordre	B-bn:00059303n	https://babelnet.org/synset?word=bn:00059303n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	3646	3646	,			 	 	 	 	
de	de	ADP	3648	3649	de			 	 	 	 	
toute	tout	DET	3651	3655	toute			 	 	 	 	
instruction	instruction	NOUN	3657	3667	instruction	B-bn:00020945n	https://babelnet.org/synset?word=bn:00020945n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	3668	3668	,			 	 	 	 	
mais	mais	CCONJ	3670	3673	mais			 	 	 	 	
d'	de	ADP	3675	3676	d'			 	 	1	 	
accord	accord	NOUN	3677	3682	accord	B-bn:00002086n	https://babelnet.org/synset?word=bn:00002086n&lang=FR&langTrans=DE	1	 	 	 	
sans	sans	ADP	3684	3687	sans			 	 	 	 	
doute	doute	NOUN	3689	3693	doute	B-bn:00028425n	https://babelnet.org/synset?word=bn:00028425n&lang=FR&langTrans=DE	1	 	 	 	
avec	avec	ADP	3695	3698	avec			 	 	 	 	
l'	le	DET	3700	3701	l'			 	 	 	 	
amiral	amiral	NOUN	3702	3707	amiral	B-bn:00001439n	https://babelnet.org/synset?word=bn:00001439n&lang=FR&langTrans=DE	 	1	1	 	
Rigault	Rigault	PROPN	3709	3715	Rigault	B-bn:00993179n	https://babelnet.org/synset?word=bn:00993179n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	3717	3718	de	I-bn:00993179n	https://babelnet.org/synset?word=bn:00993179n&lang=FR&langTrans=DE	1	1	1	 	
Genouilly	Genouilly	PROPN	3720	3728	Genouilly	I-bn:00993179n	https://babelnet.org/synset?word=bn:00993179n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	3729	3729	,			 	 	 	 	
avait	avoir	AUX	3731	3735	avait	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
fait	faire	VERB	3737	3740	fait	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	1	 	 	 	
construire	construire	VERB	3742	3751	construire	B-bn:00084198v	https://babelnet.org/synset?word=bn:00084198v&lang=FR&langTrans=DE	1	 	 	 	
un	un	DET	3753	3754	un			 	 	 	 	
très	très	ADV	3756	3759	très	B-bn:00116789r	https://babelnet.org/synset?word=bn:00116789r&lang=FR&langTrans=DE	1	 	 	 	
grand	grand	ADJ	3761	3765	grand	B-bn:14223782n	https://babelnet.org/synset?word=bn:14223782n&lang=FR&langTrans=DE	1	 	 	 	
nombre	nombre	NOUN	3767	3772	nombre	I-bn:14223782n	https://babelnet.org/synset?word=bn:14223782n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	3774	3775	de			 	 	 	 	
canonnières	canonnière	NOUN	3777	3787	canonnières	B-bn:00042239n	https://babelnet.org/synset?word=bn:00042239n&lang=FR&langTrans=DE	1	 	 	 	
pour	pour	ADP	3789	3792	pour			 	 	 	 	
aller	aller	VERB	3794	3798	aller	B-bn:00087905v	https://babelnet.org/synset?word=bn:00087905v&lang=FR&langTrans=DE	1	 	 	 	
sur	sur	ADP	3800	3802	sur			 	 	 	 	
les	le	DET	3804	3806	les			 	 	 	 	
fleuves	fleuve	NOUN	3808	3814	fleuves	B-bn:00324209n	https://babelnet.org/synset?word=bn:00324209n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	3815	3815	.			 	 	 	 	
L'	le	DET	3817	3818	L'			 	 	 	 	
empereur	empereur	NOUN	3819	3826	empereur	B-bn:00030591n	https://babelnet.org/synset?word=bn:00030591n&lang=FR&langTrans=DE	1	 	 	 	
l'	le	DET	3828	3829	l'			 	 	 	 	
apprit	apprendre	NOUN	3830	3835	apprit	B-bn:00082281v	https://babelnet.org/synset?word=bn:00082281v&lang=FR&langTrans=DE	 	1	1	 	
et	et	CCONJ	3837	3838	et			 	 	 	 	
il	il	PRON	3840	3841	il			 	 	 	 	
manda	mander	VERB	3843	3847	manda			 	 	1	 	
ce	ce	DET	3849	3850	ce			 	 	 	 	
fonctionnaire	fonctionnaire	NOUN	3852	3864	fonctionnaire	B-bn:00036837n	https://babelnet.org/synset?word=bn:00036837n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	3865	3865	,			 	 	 	 	
et	et	CCONJ	3867	3868	et			 	 	 	 	
il	il	PRON	3870	3871	il			 	 	 	 	
l'	le	DET	3873	3874	l'			 	 	 	 	
interrogea	interroger	NOUN	3875	3884	interrogea	B-bn:00084423v	https://babelnet.org/synset?word=bn:00084423v&lang=FR&langTrans=DE	1	 	 	 	
:	:	PUNCT	3886	3886	:			 	 	 	 	
—	--	PUNCT	3888	3888	—			 	 	 	 	
C'	ce	PRON	3890	3891	C'			 	 	 	 	
est	être	AUX	3892	3894	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
parfaitement	parfaitement	ADV	3896	3907	parfaitement	B-bn:00116562r	https://babelnet.org/synset?word=bn:00116562r&lang=FR&langTrans=DE	1	 	 	 	
exact	exact	ADV	3909	3913	exact	B-bn:00102487a	https://babelnet.org/synset?word=bn:00102487a&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	3914	3914	,			 	 	 	 	
répondit	répondre	VERB	3916	3923	répondit	B-bn:00082646v	https://babelnet.org/synset?word=bn:00082646v&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	3925	3926	le			 	 	 	 	
fonctionnaire	fonctionnaire	NOUN	3928	3940	fonctionnaire	B-bn:00036837n	https://babelnet.org/synset?word=bn:00036837n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	3941	3941	.			 	 	 	 	
Mais	Mais	CCONJ	3943	3946	Mais			 	 	 	 	
je	il	PRON	3948	3949	je			 	 	 	 	
n'	ne	ADV	3951	3952	n'			 	 	 	 	
ai	avoir	AUX	3953	3954	ai	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
pas	pas	ADV	3956	3958	pas			 	 	 	 	
voulu	vouloir	AUX	3960	3964	voulu	B-bn:00086682v	https://babelnet.org/synset?word=bn:00086682v&lang=FR&langTrans=DE	1	 	 	 	
que	que	PRON	3966	3968	que			 	 	 	 	
nous	nous	PRON	3970	3973	nous			 	 	 	 	
fussions	être	VERB	3975	3982	fussions			 	 	1	 	
surpris	surprendre	VERB	3984	3990	surpris	B-bn:00094403v	https://babelnet.org/synset?word=bn:00094403v&lang=FR&langTrans=DE	1	 	 	 	
par	par	ADP	3992	3994	par			 	 	 	 	
une	un	DET	3996	3998	une			 	 	 	 	
résolution	résolution	NOUN	4000	4009	résolution	B-bn:00025735n	https://babelnet.org/synset?word=bn:00025735n&lang=FR&langTrans=DE	1	 	 	 	
soudaine	soudain	ADJ	4011	4018	soudaine	B-bn:00111415a	https://babelnet.org/synset?word=bn:00111415a&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	4020	4021	de			 	 	 	 	
Votre	votre	DET	4023	4027	Votre			 	 	 	 	
Majesté	Majesté	PROPN	4029	4035	Majesté	B-bn:01049999n	https://babelnet.org/synset?word=bn:01049999n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	4036	4036	,			 	 	 	 	
il	il	PRON	4038	4039	il			 	 	 	 	
faut	falloir	VERB	4041	4044	faut	B-bn:00095682v	https://babelnet.org/synset?word=bn:00095682v&lang=FR&langTrans=DE	 	1	1	 	
toujours	toujours	ADV	4046	4053	toujours	B-bn:00114251r	https://babelnet.org/synset?word=bn:00114251r&lang=FR&langTrans=DE	1	 	 	 	
être	être	AUX	4055	4058	être	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
prêt	prêt	ADJ	4060	4063	prêt	B-bn:00113877a	https://babelnet.org/synset?word=bn:00113877a&lang=FR&langTrans=DE	1	 	 	 	
!	!	PUNCT	4065	4065	!			 	 	 	 	
—	--	PUNCT	4067	4067	—			 	 	 	 	
Sans	Sans	ADP	4069	4072	Sans	B-bn:00025713n	https://babelnet.org/synset?word=bn:00025713n&lang=FR&langTrans=DE	 	1	1	 	
doute	doute	NOUN	4074	4078	doute	B-bn:00028425n	https://babelnet.org/synset?word=bn:00028425n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	4079	4079	,			 	 	 	 	
répliqua	répliquer	VERB	4081	4088	répliqua			 	 	 	 	
l'	le	DET	4090	4091	l'			 	 	 	 	
empereur	empereur	NOUN	4092	4099	empereur	B-bn:00030591n	https://babelnet.org/synset?word=bn:00030591n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	4100	4100	.			 	 	 	 	
—	--	PUNCT	4102	4102	—			 	 	 	 	
Mais	Mais	CCONJ	4104	4107	Mais			 	 	 	 	
vous	vous	PRON	4109	4112	vous			 	 	 	 	
avez	avoir	AUX	4114	4117	avez	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
tort	tort	NOUN	4119	4122	tort	B-bn:00081726n	https://babelnet.org/synset?word=bn:00081726n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	4123	4123	,			 	 	 	 	
parce	parce	SCONJ	4125	4129	parce			 	 	 	 	
qu'	que	SCONJ	4131	4133	qu'			 	 	 	 	
en	en	ADP	4134	4135	en			 	 	 	 	
définitive	définitif	ADJ	4137	4146	définitive	B-bn:00101090a	https://babelnet.org/synset?word=bn:00101090a&lang=FR&langTrans=DE	1	 	 	 	
la	le	DET	4148	4149	la			 	 	 	 	
Prusse	prusse	NOUN	4151	4156	Prusse	B-bn:00064290n	https://babelnet.org/synset?word=bn:00064290n&lang=FR&langTrans=DE	1	 	 	 	
va	aller	VERB	4158	4159	va			 	 	 	 	
croire	croire	VERB	4161	4166	croire	B-bn:00083369v	https://babelnet.org/synset?word=bn:00083369v&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	4168	4170	que			 	 	 	 	
nous	nous	PRON	4172	4175	nous			 	 	 	 	
sommes	être	AUX	4177	4182	sommes	B-bn:00082322v	https://babelnet.org/synset?word=bn:00082322v&lang=FR&langTrans=DE	 	1	1	 	
décidés	décider	VERB	4184	4190	décidés			 	 	 	 	
à	à	ADP	4192	4192	à			 	 	 	 	
lui	luire	PRON	4194	4196	lui			 	 	 	 	
faire	faire	VERB	4198	4202	faire	B-bn:00095633v	https://babelnet.org/synset?word=bn:00095633v&lang=FR&langTrans=DE	1	 	 	 	
la	le	DET	4204	4205	la	I-bn:00095633v	https://babelnet.org/synset?word=bn:00095633v&lang=FR&langTrans=DE	1	 	 	 	
guerre	guerre	NOUN	4207	4212	guerre	I-bn:00095633v	https://babelnet.org/synset?word=bn:00095633v&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	4213	4213	.			 	 	 	 	
Dites	Dites	PROPN	4215	4219	Dites			 	 	 	 	
-	-	PUNCT	4220	4220	-			 	 	 	 	
moi	lui	PRON	4221	4223	moi			 	 	 	 	
,	,	PUNCT	4224	4224	,			 	 	 	 	
ne	ne	ADV	4226	4227	ne			 	 	 	 	
rait	raire	VERB	4229	4232	rait			 	 	 	 	
-	-	PUNCT	4233	4233	-			 	 	 	 	
on	on	PRON	4234	4235	on			 	 	 	 	
pas	pas	ADV	4237	4239	pas			 	 	 	 	
tout	tout	DET	4241	4244	tout	B-bn:00114403r	https://babelnet.org/synset?word=bn:00114403r&lang=FR&langTrans=DE	1	 	 	 	
concilier	concilier	NOUN	4246	4254	concilier			 	 	1	 	
!	!	PUNCT	4256	4256	!			 	 	 	 	
Par	Par	ADP	4258	4260	Par			 	 	 	 	
exemple	exemple	NOUN	4262	4268	exemple	B-bn:00032100n	https://babelnet.org/synset?word=bn:00032100n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	4269	4269	,			 	 	 	 	
si	si	SCONJ	4271	4272	si			 	 	 	 	
au	au	DET	4274	4275	au			 	 	 	 	
lieu	lieu	NOUN	4277	4280	lieu	B-bn:00051754n	https://babelnet.org/synset?word=bn:00051754n&lang=FR&langTrans=DE	 	1	1	 	
d'	de	ADP	4282	4283	d'			 	 	 	 	
avoir	avoir	VERB	4284	4288	avoir	B-bn:00089240v	https://babelnet.org/synset?word=bn:00089240v&lang=FR&langTrans=DE	 	1	1	 	
cent	cent	ADJ	4290	4293	cent			 	 	 	 	
chaloupes	chaloupe	NOUN	4295	4303	chaloupes	B-bn:00051945n	https://babelnet.org/synset?word=bn:00051945n&lang=FR&langTrans=DE	 	1	1	 	
canonnières	canonnière	NOUN	4305	4315	canonnières	B-bn:00042239n	https://babelnet.org/synset?word=bn:00042239n&lang=FR&langTrans=DE	 	1	1	 	
nous	nous	PRON	4317	4320	nous			 	 	 	 	
n'	ne	ADV	4322	4323	n'			 	 	 	 	
en	en	PRON	4324	4325	en			 	 	 	 	
avions	avion	NOUN	4327	4332	avions	B-bn:00001697n	https://babelnet.org/synset?word=bn:00001697n&lang=FR&langTrans=DE	 	1	1	 	
que	que	SCONJ	4334	4336	que			 	 	 	 	
vingtcinq	vingtcinq	ADJ	4338	4346	vingtcinq			 	 	 	 	
?	?	PUNCT	4348	4348	?			 	 	 	 	
—	--	PUNCT	4350	4350	—			 	 	 	 	
Ce	ce	PRON	4352	4353	Ce			 	 	 	 	
serait	être	AUX	4355	4360	serait	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
insuffisant	insuffisant	ADJ	4362	4372	insuffisant	B-bn:00110149a	https://babelnet.org/synset?word=bn:00110149a&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	4374	4375	et			 	 	 	 	
presque	presque	ADV	4377	4383	presque	B-bn:00114079r	https://babelnet.org/synset?word=bn:00114079r&lang=FR&langTrans=DE	1	 	 	 	
ridicule	ridicule	ADJ	4385	4392	ridicule	B-bn:00096218a	https://babelnet.org/synset?word=bn:00096218a&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	4393	4393	.			 	 	 	 	
Nous	nous	PRON	4395	4398	Nous			 	 	 	 	
,	,	PUNCT	4399	4399	,			 	 	 	 	
aurions	aurion	NOUN	4401	4407	aurions	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	1	 	 	 	
l'	le	DET	4409	4410	l'			 	 	 	 	
apparence	apparence	NOUN	4411	4419	apparence	B-bn:00005023n	https://babelnet.org/synset?word=bn:00005023n&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	4421	4422	d'			 	 	 	 	
une	un	DET	4423	4425	une			 	 	 	 	
situation	situation	NOUN	4427	4435	situation	B-bn:00071869n	https://babelnet.org/synset?word=bn:00071869n&lang=FR&langTrans=DE	1	 	 	 	
hostile	hostile	ADJ	4437	4443	hostile	B-bn:00104343a	https://babelnet.org/synset?word=bn:00104343a&lang=FR&langTrans=DE	1	 	 	 	
sans	sans	ADP	4445	4448	sans			 	 	 	 	
en	en	PRON	4450	4451	en			 	 	 	 	
avoir	avoir	VERB	4453	4457	avoir	B-bn:00089240v	https://babelnet.org/synset?word=bn:00089240v&lang=FR&langTrans=DE	1	 	 	 	
les	le	DET	4459	4461	les			 	 	 	 	
avantages	avantage	NOUN	4463	4471	avantages	B-bn:00001559n	https://babelnet.org/synset?word=bn:00001559n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	4472	4472	.			 	 	 	 	
—	--	PUNCT	4474	4474	—			 	 	 	 	
Eh	Eh	INTJ	4476	4477	Eh			 	 	 	 	
bien	bien	ADV	4479	4482	bien			 	 	 	 	
!	!	PUNCT	4484	4484	!			 	 	 	 	
faites	faite	NOUN	4486	4491	faites	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	1	 	 	 	
comme	comme	ADP	4493	4497	comme			 	 	 	 	
vous	vous	PRON	4499	4502	vous			 	 	 	 	
voudrez	vouloir	VERB	4504	4510	voudrez	B-bn:00086682v	https://babelnet.org/synset?word=bn:00086682v&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	4511	4511	,			 	 	 	 	
répliqua	répliquer	VERB	4513	4520	répliqua			 	 	 	 	
l'	le	DET	4522	4523	l'			 	 	 	 	
empereur	empereur	NOUN	4524	4531	empereur	B-bn:00030591n	https://babelnet.org/synset?word=bn:00030591n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	4532	4532	,			 	 	 	 	
et	et	CCONJ	4534	4535	et			 	 	 	 	
la	le	DET	4537	4538	la			 	 	 	 	
conversation	conversation	NOUN	4540	4551	conversation	B-bn:00022349n	https://babelnet.org/synset?word=bn:00022349n&lang=FR&langTrans=DE	1	 	 	 	
fut	être	AUX	4553	4555	fut	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
close	clore	VERB	4557	4561	close	B-bn:00087609v	https://babelnet.org/synset?word=bn:00087609v&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	4562	4562	.			 	 	 	 	
Je	il	PRON	4564	4565	Je			 	 	 	 	
crois	croire	VERB	4567	4571	crois	B-bn:00083369v	https://babelnet.org/synset?word=bn:00083369v&lang=FR&langTrans=DE	1	 	 	 	
vous	vous	PRON	4573	4576	vous			 	 	 	 	
avoir	avoir	AUX	4578	4582	avoir	B-bn:00089240v	https://babelnet.org/synset?word=bn:00089240v&lang=FR&langTrans=DE	 	1	1	 	
